desertionNo,filename,happenDt,happenPlace,kindCd,colorCd,age,weight,noticeNo,noticeSdt,noticeEdt,popfile,processState,sexCd,neuterYn,specialMark,careNm,careTel,careAddr,orgNm,chargeNm,officetel
450650202203165,http://www.animal.go.kr/files/shelter/2022/08/202208230908135_s.jpg,20220822,제주시 조천읍 선교로 201-24,[개] 믹스견,검갈,2022(년생),4.5(Kg),제주-제주-2022-03076,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208230908135.jpg,보호중,M,N,개체관리번호 2699 - 3개월,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065
450650202203164,http://www.animal.go.kr/files/shelter/2022/08/202208230908769_s.jpg,20220822,제주시 조천읍 선교로 201-24,[개] 믹스견,검갈,2022(년생),3.8(Kg),제주-제주-2022-03075,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208230908769.jpg,보호중,F,N,개체관리번호 2698 - 3개월,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065
450650202203163,http://www.animal.go.kr/files/shelter/2022/08/202208230908289_s.jpg,20220822,제주시 조천읍 선교로 201-24,[개] 믹스견,흰검,2022(년생),4(Kg),제주-제주-2022-03074,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208230908289.jpg,보호중,F,N,개체관리번호 2697 - 3개월,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065
450650202203162,http://www.animal.go.kr/files/shelter/2022/08/202208230908699_s.jpg,20220822,제주시 조천읍 선교로 201-24,[개] 브리타니 스파니엘,흰갈,2019(년생),20(Kg),제주-제주-2022-03073,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208230908699.jpg,보호중,M,N,개체관리번호 2696,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065
450650202203161,http://www.animal.go.kr/files/shelter/2022/08/202208230908355_s.jpg,20220822,제주시 한림읍 대림로 101,[개] 믹스견,갈색,2022(년생),5.9(Kg),제주-제주-2022-03072,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208230908355.jpg,보호중,M,N,개체관리번호 2695 - 5개월,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065
450650202203160,http://www.animal.go.kr/files/shelter/2022/08/202208230908279_s.jpg,20220822,제주시 한림읍 금악리 1812,[개] 믹스견,흰색,2022(년생),4(Kg),제주-제주-2022-03071,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208230908279.jpg,보호중,M,N,개체관리번호 2694 - 3개월,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065
450650202203159,http://www.animal.go.kr/files/shelter/2022/08/202208230908934_s.jpg,20220822,제주시 구좌읍 세송로 623-1,[개] 믹스견,흰색,2022(년생),2.7(Kg),제주-제주-2022-03070,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208230908934.jpg,종료(자연사),M,N,개체관리번호 2693 - 3개월,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065
450650202203158,http://www.animal.go.kr/files/shelter/2022/08/202208230908284_s.jpg,20220822,제주시 한경면 청수리 1062,[개] 믹스견,브린들,2022(년생),8.9(Kg),제주-제주-2022-03069,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208230908284.jpg,보호중,F,N,개체관리번호 2692 - 7개월/경계심,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065
450650202203157,http://www.animal.go.kr/files/shelter/2022/08/202208230908529_s.jpg,20220822,제주시 화북일동 금산 5길 29,[개] 믹스견,검정,2020(년생),10.6(Kg),제주-제주-2022-03068,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208230908529.jpg,보호중,M,N,개체관리번호 2691 - 빨간목줄/경계심,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065
450650202203156,http://www.animal.go.kr/files/shelter/2022/08/20220823090854_s.jpg,20220822,제주시 이도이동 천수로 6길 1,[개] 믹스견,갈색,2022(년생),12(Kg),제주-제주-2022-03067,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/20220823090854.jpg,보호중,F,N,개체관리번호 2690 - 9개월/경계심,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065
450650202203155,http://www.animal.go.kr/files/shelter/2022/08/202208230908368_s.jpg,20220822,제주시 조천읍 조와로 23,[개] 요크셔 테리어,검갈,2016(년생),4.2(Kg),제주-제주-2022-03066,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208230908368.jpg,보호중,M,Y,개체관리번호 2689,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065
450650202203154,http://www.animal.go.kr/files/shelter/2022/08/202208230908170_s.jpg,20220822,제주시 용담이동 도령로 175,[개] 믹스견,브린들,2022(년생),15(Kg),제주-제주-2022-03065,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208230908170.jpg,보호중,M,N,개체관리번호 2688 - 10개월,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065
450650202203153,http://www.animal.go.kr/files/shelter/2022/08/202208230908104_s.jpg,20220822,제주시 내도동 외도파출소,[개] 믹스견,갈색,2020(년생),16(Kg),제주-제주-2022-03064,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208230908104.jpg,보호중,M,N,개체관리번호 2687 - 빨간목줄/두정부 교상/경계심,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065
450650202203152,http://www.animal.go.kr/files/shelter/2022/08/202208230908612_s.jpg,20220822,제주시 봉개동 봉개북 1길 53,[개] 믹스견,흰검,2022(년생),11.1(Kg),제주-제주-2022-03063,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208230908612.jpg,보호중,M,N,개체관리번호 2686 - 8개월/경계심,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065
450650202203151,http://www.animal.go.kr/files/shelter/2022/08/202208230908148_s.jpg,20220822,제주시 애월읍 애원로 99-10,[개] 믹스견,갈색,2020(년생),10.8(Kg),제주-제주-2022-03062,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208230908148.jpg,보호중,F,U,개체관리번호 2685 - 경계심,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065
450650202203150,http://www.animal.go.kr/files/shelter/2022/08/202208230908309_s.jpg,20220822,제주시 구좌읍 세송로 623-1,[개] 믹스견,갈색,2022(년생),3.5(Kg),제주-제주-2022-03061,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208230908309.jpg,보호중,M,N,개체관리번호 2684 - 3개월/경계심,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065
450650202203149,http://www.animal.go.kr/files/shelter/2022/08/202208230908384_s.jpg,20220822,제주시 한림읍 상대리 434,[개] 믹스견,흰색,2019(년생),18(Kg),제주-제주-2022-03060,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208230908384.jpg,보호중,F,N,개체관리번호 2683 - 낡은목줄/경계심,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065
450650202203148,http://www.animal.go.kr/files/shelter/2022/08/202208230908999_s.jpg,20220822,제주시 한림읍 한림로 6길 40,[개] 포인터,흰갈,2021(년생),23(Kg),제주-제주-2022-03059,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208230908999.jpg,보호중,M,N,개체관리번호 2682,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065
450650202203147,http://www.animal.go.kr/files/shelter/2022/08/202208230908849_s.jpg,20220822,제주시 도두일동 오일장중길 100,[개] 믹스견,흰색,2014(년생),18(Kg),제주-제주-2022-03058,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208230908849.jpg,보호중,F,U,개체관리번호 2681 - 심장사상충,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065
450650202203146,http://www.animal.go.kr/files/shelter/2022/08/202208230808988_s.jpg,20220822,서귀포시 강정동 3421,[개] 믹스견,흰색,2020(년생),6.4(Kg),제주-제주-2022-03057,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208230808988.jpg,보호중,M,N,개체관리번호 2680,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065
450650202203145,http://www.animal.go.kr/files/shelter/2022/08/202208230808889_s.jpg,20220822,서귀포시 서귀동 동문로 5,[개] 믹스견,흰색,2021(년생),16(Kg),제주-제주-2022-03056,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208230808889.jpg,종료(반환),M,N,개체관리번호 2679 - 경계심,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065
450650202203144,http://www.animal.go.kr/files/shelter/2022/08/202208230808881_s.jpg,20220822,서귀포시 성산읍 성산 동부소방서,[개] 믹스견,흰검,2022(년생),15(Kg),제주-제주-2022-03055,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208230808881.jpg,보호중,M,N,개체관리번호 2678 - 9개월,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065
448547202200575,http://www.animal.go.kr/files/shelter/2022/08/202208231908621_s.jpg,20220822,주상면 외장포길 40,[개] 믹스견,흰색,2020(년생),12(Kg),경남-거창-2022-00248,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231908621.jpg,보호중,F,N,온순함,거창유기동물보호센터,055-945-6500,경상남도 거창군 남상면 수남로 1934-12,경상남도 거창군,거창군,055-940-8140
448544202200286,http://www.animal.go.kr/files/shelter/2022/08/202208230908888_s.jpg,20220822,경상남도 하동군 횡천면 숙재1길 244,[개] 골든 리트리버,연갈색,2020(년생),12.3(Kg),경남-하동-2022-00221,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208230908888.png,종료(반환),F,N,순함,하동군유기동물보호소,055-880-2677,경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소,경상남도 하동군,하동군,055-880-2677
448544202200285,http://www.animal.go.kr/files/shelter/2022/08/202208221708837_s[1].jpg,20220822,경상남도 하동군 진교면 경충로 1089,[개] 믹스견,검정+흰색,2020(년생),6.8(Kg),경남-하동-2022-00220,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208221708837.png,보호중,F,N,순함,하동군유기동물보호소,055-880-2677,경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소,경상남도 하동군,하동군,055-880-2677
448544202200284,http://www.animal.go.kr/files/shelter/2022/08/202208221708745_s.jpg,20220822,경남 하동군 횡천면 경서대로 1175-3,[개] 믹스견,황색,2019(년생),6.2(Kg),경남-하동-2022-00219,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208221708745.png,보호중,F,N,사람을 피함,하동군유기동물보호소,055-880-2677,경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소,경상남도 하동군,하동군,055-880-2677
448535202201160,http://www.animal.go.kr/files/shelter/2022/08/20220823180813_s.jpg,20220822,계동로 175,[고양이] 한국 고양이,"흰색, 황색",2022(년생),0.6(Kg),경남-김해-2022-01043,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/20220823180813.jpeg,보호중,Q,U,"2-345, 배부분 혹이 있음, 경계심과 공격성이 강함",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),경상남도 김해시,김해시,055-350-4133
448535202201159,http://www.animal.go.kr/files/shelter/2022/08/202208231808141_s.jpg,20220822,봉황동 17-13,[고양이] 한국 고양이,"흰색, 황색, 검정",2022(년생),0.3(Kg),경남-김해-2022-01042,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231808141.jpeg,보호중,Q,U,"2-344, 2개월 미만 젖먹이, 5두 동시입소, 인공수유, 영양상태부족",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),경상남도 김해시,김해시,055-350-4133
448535202201158,http://www.animal.go.kr/files/shelter/2022/08/202208231808554_s[1].jpg,20220822,봉황동 17-13,[고양이] 한국 고양이,"흰색, 황색, 검정",2022(년생),0.3(Kg),경남-김해-2022-01041,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231808554.jpeg,보호중,Q,U,"2-343, 2개월 미만 젖먹이, 5두 동시입소, 인공수유, 영양상태부족",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),경상남도 김해시,김해시,055-350-4133
448535202201157,http://www.animal.go.kr/files/shelter/2022/08/202208231808756_s.jpg,20220822,봉황동 17-13,[고양이] 한국 고양이,"흰색, 황색, 검정",2022(년생),0.3(Kg),경남-김해-2022-01040,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231808756.jpeg,보호중,Q,U,"2-342, 2개월 미만 젖먹이, 5두 동시입소, 인공수유, 영양상태부족",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),경상남도 김해시,김해시,055-350-4133
448535202201156,http://www.animal.go.kr/files/shelter/2022/08/20220823180882_s.jpg,20220822,봉황동 17-13,[고양이] 한국 고양이,"흰색, 황색, 검정",2022(년생),0.3(Kg),경남-김해-2022-01039,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/20220823180882.jpeg,보호중,Q,U,"2-341, 2개월 미만 젖먹이, 5두 동시입소, 인공수유, 영양상태부족",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),경상남도 김해시,김해시,055-350-4133
448535202201155,http://www.animal.go.kr/files/shelter/2022/08/202208231808515_s.jpg,20220822,봉황동 17-13,[고양이] 한국 고양이,검정+황색+흰색,2022(년생),0.3(Kg),경남-김해-2022-01038,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231808515.jpeg,보호중,Q,U,"2-340, 2개월 미만 젖먹이, 5두 동시입소, 인공수유, 영양상태부족",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),경상남도 김해시,김해시,055-350-4133
448535202201154,http://www.animal.go.kr/files/shelter/2022/08/202208231808743_s.jpg,20220822,서상동 82-20,[고양이] 한국 고양이,검정+흰색,2022(년생),0.4(Kg),경남-김해-2022-01037,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231808743.jpeg,보호중,Q,U,"2-339, 영양상태부족, 기력없음",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),경상남도 김해시,김해시,055-350-4133
448535202201153,http://www.animal.go.kr/files/shelter/2022/08/202208231808697_s.jpg,20220822,진영읍 서부로 396번길 62-17,[고양이] 한국 고양이,황색,2022(년생),0.55(Kg),경남-김해-2022-01036,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231808697.jpeg,보호중,Q,U,"2-338, 뒷다리를 절음, 움직임이 불편함, 경계심이 있음",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),경상남도 김해시,김해시,055-350-4133
448535202201152,http://www.animal.go.kr/files/shelter/2022/08/202208231808104_s.jpg,20220822,한림면 신천리 900-9,[고양이] 한국 고양이,"흰색, 검정",2022(년생),0.45(Kg),경남-김해-2022-01035,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231808104.jpeg,보호중,Q,U,"2-337, 3개월미만추정, 약간의 안질환, 영양상태부족, 기력없음",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),경상남도 김해시,김해시,055-350-4133
448535202201151,http://www.animal.go.kr/files/shelter/2022/08/202208231808695_s.jpg,20220822,생림면 나전로 386-9,[개] 믹스견,"검정, 흰색",2022(년생),3.5(Kg),경남-김해-2022-01034,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231808695.jpg,보호중,F,U,"1-677, 3개월 추정, 4두 동시입소, 온순하고 사람을 잘 따름, 포동포동한 몸매",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),경상남도 김해시,김해시,055-350-4133
448535202201150,http://www.animal.go.kr/files/shelter/2022/08/202208231808957_s.jpg,20220822,생림면 나전로 386-9,[개] 믹스견,검정,2022(년생),3.5(Kg),경남-김해-2022-01033,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231808957.jpg,보호중,F,U,"1-676, 3개월 추정, 4두 동시입소, 온순하고 사람을 잘 따름, 포동포동한 몸매",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),경상남도 김해시,김해시,055-350-4133
448535202201149,http://www.animal.go.kr/files/shelter/2022/08/202208231808355_s[1].jpg,20220822,생림면 나전로 386-9,[개] 믹스견,검정,2022(년생),3.5(Kg),경남-김해-2022-01032,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231808355.jpeg,보호중,F,U,"1-675, 3개월 추정, 4두 동시입소, 온순하고 사람을 잘 따름, 포동포동한 몸매",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),경상남도 김해시,김해시,055-350-4133
448535202201148,http://www.animal.go.kr/files/shelter/2022/08/202208231808769_s.jpg,20220822,생림면 나전로 386-9,[개] 믹스견,황색+검정,2022(년생),3.5(Kg),경남-김해-2022-01031,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231808769.jpeg,보호중,F,U,"1-674, 3개월 추정, 4두 동시입소, 온순하고 사람을 잘 따름, 포동포동한 몸매",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),경상남도 김해시,김해시,055-350-4133
448535202201147,http://www.animal.go.kr/files/shelter/2022/08/202208231808523_s.jpg,20220822,관동동 804-2번지,[개] 믹스견,"황색, 검정",2022(년생),6(Kg),경남-김해-2022-01030,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231808523.jpeg,보호중,F,U,"1-673, 5개월추정, 2두 동시입소, 겁이 많고 경계심이 많음",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),경상남도 김해시,김해시,055-350-4133
448535202201146,http://www.animal.go.kr/files/shelter/2022/08/202208231808837_s.jpg,20220822,관동동 804-2번지,[개] 믹스견,흰색,2022(년생),5.5(Kg),경남-김해-2022-01029,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231808837.jpeg,보호중,F,U,"1-672, 5개월추정, 2두 동시입소, 눈물자국에 외상, 겁이 많고 경계심이 많음",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),경상남도 김해시,김해시,055-350-4133
447523202200496,http://www.animal.go.kr/files/shelter/2022/08/202208231708815_s.jpg,20220822,예천읍 고평2리,[개] 믹스견,"흰색,갈색",2019(년생),5(Kg),경북-예천-2022-00304,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231708815.jpg,보호중,F,N,몸에 비해 지나치게 큰 목줄..이렇게 키우다가 못키울거면 애초에 처음부터 키우질 마시길..,예천군유기동물보호소,054-650-8167,"경상북도 예천군 예천읍 충효로 632-84 (예천읍, 유기동물보호소)",경상북도 예천군,예천군,054-650-8167
446499202200353,http://www.animal.go.kr/files/shelter/2022/08/202208231008290_s.jpg,20220822,완도읍 파크힐호텔 주변,[개] 믹스견,갈검색,2019(년생),8(Kg),전남-완도-2022-00328,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231008290.jpg,보호중,F,U,갈검색,유기동물임시보호센터,061-550-5743,전라남도 완도군 신지면 신지로6번길 23-89 (신지면),전라남도 완도군,완도군,061-550-5741
446499202200352,http://www.animal.go.kr/files/shelter/2022/08/202208231008985[1]_s.jpg,20220822,노화읍 구목리,[개] 믹스견,갈검색,2020(년생),14(Kg),전남-완도-2022-00327,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231008985[1].jpg,보호중,F,U,갈검색,유기동물임시보호센터,061-550-5743,전라남도 완도군 신지면 신지로6번길 23-89 (신지면),전라남도 완도군,완도군,061-550-5741
446499202200351,http://www.animal.go.kr/files/shelter/2022/08/202208231008903_s.jpg,20220822,소안면 소안로 311-130,[개] 믹스견,검정,2020(년생),8(Kg),전남-완도-2022-00326,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231008903.jpg,보호중,M,U,검정,유기동물임시보호센터,061-550-5743,전라남도 완도군 신지면 신지로6번길 23-89 (신지면),전라남도 완도군,완도군,061-550-5741
446499202200350,http://www.animal.go.kr/files/shelter/2022/08/20220823100869_s.jpg,20220822,"노화읍 구목리, 동고리",[개] 믹스견,갈검색,2020(년생),15(Kg),전남-완도-2022-00325,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/20220823100869.jpg,보호중,M,U,갈검색,유기동물임시보호센터,061-550-5743,전라남도 완도군 신지면 신지로6번길 23-89 (신지면),전라남도 완도군,완도군,061-550-5741
446499202200349,http://www.animal.go.kr/files/shelter/2022/08/202208231008476_s.jpg,20220822,노화읍 노화로 763-136,[개] 믹스견,검정,2020(년생),12(Kg),전남-완도-2022-00324,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231008476.jpg,보호중,M,U,검정,유기동물임시보호센터,061-550-5743,전라남도 완도군 신지면 신지로6번길 23-89 (신지면),전라남도 완도군,완도군,061-550-5741
446499202200348,http://www.animal.go.kr/files/shelter/2022/08/202208231008239_s.jpg,20220822,노화읍 구목리,[개] 믹스견,흰색,2020(년생),13(Kg),전남-완도-2022-00323,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231008239.jpg,보호중,M,U,흰색,유기동물임시보호센터,061-550-5743,전라남도 완도군 신지면 신지로6번길 23-89 (신지면),전라남도 완도군,완도군,061-550-5741
446494202200387,http://www.animal.go.kr/files/shelter/2022/08/202208231508564_s.jpg,20220822,군서면 동호리 1325,[개] 믹스견,흰색과 갈색,2019(년생),6(Kg),전남-영암-2022-00334,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231508564.png,보호중,M,N,사람과 매우 친화적이며 빨간목줄을 착용중이다,유기동물 삼호 보호소,010-9599-5400,전라남도 영암군 삼호읍 녹색로 1117-49 (삼호읍) 영암유기동물 삼호보호소,전라남도 영암군,영암군청,061-470-2506
446494202200386,http://www.animal.go.kr/files/shelter/2022/08/202208231508647_s.jpg,20220822,신북면 모산리 594-36,[개] 로트와일러,검정과 갈색,2019(년생),50(Kg),전남-영암-2022-00333,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231508647.png,종료(반환),M,N,사람과 친화적이며 초크체인을 착용중이다,유기동물 삼호 보호소,010-9599-5400,전라남도 영암군 삼호읍 녹색로 1117-49 (삼호읍) 영암유기동물 삼호보호소,전라남도 영암군,영암군청,061-470-2506
446484202200330,http://www.animal.go.kr/files/shelter/2022/08/202208221708592_s.jpg,20220822,지곡리 864번지 주변,[개] 믹스견,검정,2020(년생),12(Kg),전남-광양-2022-00258,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208221708592.jpg,보호중,M,N,믹스 검정 수컷 2살추정,광양시 임시보호소,061-797-3386,전라남도 광양시 봉강면 인덕로 1169-20 (봉강면) 지곡리 864-24,전라남도 광양시,광양시,061-797-3386
445472202200224,http://www.animal.go.kr/files/shelter/2022/08/202208231108564_s.jpg,20220822,상관면 왜목로 722,[개] 믹스견,흰색,2022(년생),2.80(Kg),전북-완주-2022-00223,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231108564.jpg,보호중,F,N,어리고 귀여움,도담,010-9438-9669,전라북도 완주군 용진읍 순지2길 187-6,전라북도 완주군,나상운,063-290-3248
445472202200223,http://www.animal.go.kr/files/shelter/2022/08/202208231108359_s.jpg,20220822,상관면 왜목로 722,[개] 믹스견,흰색,2022(년생),2.59(Kg),전북-완주-2022-00222,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231108359.jpg,보호중,F,N,어리고 겁이 많음,도담,010-9438-9669,전라북도 완주군 용진읍 순지2길 187-6,전라북도 완주군,나상운,063-290-3248
445472202200222,http://www.animal.go.kr/files/shelter/2022/08/202208231108214_s.jpg,20220822,고산면 양아리 536,[개] 믹스견,"흰색, 머리만 회색",2019(년생),18(Kg),전북-완주-2022-00221,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231108214.jpg,보호중,F,N,온순하고 사람 좋아함,도담,010-9438-9669,전라북도 완주군 용진읍 순지2길 187-6,전라북도 완주군,나상운,063-290-3248
445468202201493,http://www.animal.go.kr/files/shelter/2022/08/202208222108873_s.jpg,20220822,익산시삼담로554  함낭로949,[개] 믹스견,검정,2017(년생),8(Kg),전북-익산-2022-01076,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208222108873.jpg,보호중,M,N,발발이개이며 교통사고로다처보임,익산유기동물보호소,063-855-1214,전라북도 익산시 서동로42길 77 (용제동) 16통 1반,전라북도 익산시,주온유,063-859-5769
445468202201492,http://www.animal.go.kr/files/shelter/2022/08/202208222108492_s.jpg,20220822,익산시남중동박종호정신과병원앞,[개] 믹스견,검갈색,2022(년생),9(Kg),전북-익산-2022-01075,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208222108492.jpg,보호중,F,N,생후6개월정도 세퍼트믹스개이며 순하고이쁘게생겼음,익산유기동물보호소,063-855-1214,전라북도 익산시 서동로42길 77 (용제동) 16통 1반,전라북도 익산시,주온유,063-859-5769
445468202201491,http://www.animal.go.kr/files/shelter/2022/08/202208222108698_s.jpg,20220822,익산시어양동630,[개] 믹스견,검정,2013(년생),9(Kg),전북-익산-2022-01074,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208222108698.jpg,보호중,M,N,발발이개이며 사나운편임,익산유기동물보호소,063-855-1214,전라북도 익산시 서동로42길 77 (용제동) 16통 1반,전라북도 익산시,주온유,063-859-5769
444450202200216,http://www.animal.go.kr/files/shelter/2022/08/202208301708222_s.jpg,20220822,탄천 면사무소,[고양이] 한국 고양이,검정/흰색/회색,2022(년생),0.4(Kg),충남-공주-2022-00219,20220823,20220905,http://www.animal.go.kr/files/shelter/2022/08/202208301708222.jpg,보호중,F,N,히피스감염으로 눈꼽 및 안검 부종 심함,공주시 동물보호소,041-840-8580,충청남도 공주시 우성면 내산목천길 52-15,충청남도 공주시,축산유통팀,041-840-8580
